specobjid,ra,dec,z,plate,mjd,fiberid,class,subclass
8.97476E+17,72.081428,0.30393562,-0.000225431,797,52263,485,STAR,WD
8.97488E+17,72.555293,0.96083582,0.000215203,797,52263,532,STAR,WD
8.9749E+17,72.537389,0.89430989,-0.000234001,797,52263,539,STAR,WD
8.97491E+17,72.439954,0.93729744,0.000243471,797,52263,540,STAR,WD
8.97493E+17,72.761975,0.30400745,-9.94E-05,797,52263,547,STAR,WD
4.03167E+17,261.17093,57.043285,-2.00E-05,358,51818,346,STAR,WD
4.03176E+17,261.81136,57.152797,4.10E-05,358,51818,379,STAR,WD
4.0318E+17,261.74766,56.668171,1.36E-05,358,51818,392,STAR,WD
4.03184E+17,262.6504,57.831732,6.27E-05,358,51818,405,STAR,WD
4.03195E+17,263.25833,57.689961,3.93E-07,358,51818,447,STAR,WD
4.03198E+17,263.33598,57.347084,-1.16E-05,358,51818,459,STAR,WD
4.032E+17,262.5137,57.050413,-0.000328073,358,51818,466,STAR,WD
4.03222E+17,264.38212,56.835717,-0.000111401,358,51818,545,STAR,WD
4.03225E+17,264.66503,57.045391,-0.000220347,358,51818,556,STAR,WD
4.03237E+17,264.75098,56.710224,-0.000329191,358,51818,599,STAR,WD
4.03248E+17,265.14966,56.986428,-0.000145041,358,51818,640,STAR,WD
4.07741E+17,265.73108,55.628076,-0.000138256,362,51999,601,STAR,WD
4.08703E+17,233.65709,-0.78870602,-0.000130193,363,51989,5,STAR,WD
3.35595E+17,202.66873,-1.2510204,-7.20E-05,298,51955,281,STAR,WD
3.35606E+17,202.50056,-0.038409651,0.000215895,298,51955,318,STAR,WD
3.35609E+17,202.57999,1.1593673,0.000848431,298,51955,330,STAR,WD
3.3561E+17,202.44395,0.7083264,-1.17E-05,298,51955,335,STAR,WD
4.20111E+17,332.21058,0.23030151,-5.28E-05,373,51788,546,STAR,WD
4.2109E+17,334.63427,-0.79495146,-0.001592544,374,51791,11,STAR,WD
4.2109E+17,334.93442,-0.72169748,-0.000946387,374,51791,12,STAR,WD
4.2109E+17,334.81775,-0.80148481,0.000606928,374,51791,14,STAR,WD
4.21096E+17,334.99261,-0.11327147,0.00030851,374,51791,36,STAR,WD
4.21136E+17,333.7432,-0.41992043,3.09E-05,374,51791,180,STAR,WD
4.21141E+17,333.35989,-0.45341457,0.000574044,374,51791,199,STAR,WD
4.2122E+17,333.54051,0.34179006,-0.00018,374,51791,485,STAR,WD
4.21234E+17,334.05642,1.0822917,-9.56E-05,374,51791,537,STAR,WD
4.21236E+17,334.50432,0.57626887,5.07E-05,374,51791,545,STAR,WD
4.21241E+17,334.3679,0.88663966,7.29E-06,374,51791,563,STAR,WD
4.2126E+17,334.9849,0.21533566,0.000265943,374,51791,631,STAR,WD
3.94165E+17,257.80424,65.699554,-4.04E-05,350,51691,362,STAR,WD
3.94207E+17,258.4487,65.489873,-0.000147401,350,51691,518,STAR,WD
4.33505E+17,355.4235,-1.154778,-8.11E-06,385,51783,122,STAR,WD
6.26127E+17,144.79811,56.228859,-0.000456799,556,51991,462,STAR,WD
6.26139E+17,145.23479,56.639121,0.000112902,556,51991,503,STAR,WD
6.26152E+17,145.92245,57.027141,0.000310945,556,51991,551,STAR,WD
6.26154E+17,145.88757,56.903323,-0.000318272,556,51991,558,STAR,WD
6.27163E+17,147.57611,56.112062,-6.89E-07,557,52253,132,STAR,WD
6.27171E+17,147.93974,56.271291,0.000202826,557,52253,162,STAR,WD
6.38406E+17,140.00346,2.9936706,-0.000111834,567,52252,74,STAR,WD
6.38418E+17,139.52273,3.2637959,0.000110891,567,52252,119,STAR,WD
6.3843E+17,138.71441,3.3758841,-0.000271531,567,52252,164,STAR,WD
5.46189E+17,140.5638,60.542621,-0.000332411,485,51909,464,STAR,WD
5.46192E+17,140.64254,60.182026,-8.27E-06,485,51909,475,STAR,WD
5.46195E+17,141.49745,60.700623,-8.22E-05,485,51909,484,STAR,WD
5.46197E+17,141.20654,60.362057,-0.000135025,485,51909,494,STAR,WD
5.65332E+17,152.73035,2.0934755,4.92E-05,502,51957,475,STAR,WD
5.65338E+17,153.13537,1.9123866,-0.000153529,502,51957,494,STAR,WD
5.65341E+17,153.17675,2.3974452,-0.000178581,502,51957,506,STAR,WD
5.65345E+17,153.15336,2.9148916,0.000102851,502,51957,522,STAR,WD
5.65365E+17,153.71544,2.154042,2.75E-06,502,51957,593,STAR,WD
5.66329E+17,155.715,1.5214691,-3.96E-05,503,51999,3,STAR,WD
5.66346E+17,155.84408,1.660472,-0.00048483,503,51999,67,STAR,WD
5.66349E+17,155.61675,2.0097671,0.00023465,503,51999,76,STAR,WD
5.66357E+17,155.30042,1.8174403,0.000153633,503,51999,108,STAR,WD
5.66393E+17,154.68454,1.9860488,3.02E-06,503,51999,238,STAR,WD
5.66418E+17,153.95006,3.1134333,-8.34E-06,503,51999,329,STAR,WD
5.66447E+17,154.6115,2.1914956,-8.26E-05,503,51999,434,STAR,WD
5.66476E+17,155.52053,2.6541698,-0.000144698,503,51999,541,STAR,WD
5.74326E+17,168.46869,2.5865278,-9.06E-05,510,52381,427,STAR,WD
5.87869E+17,192.57786,2.6515756,-0.000230204,522,52024,542,STAR,WD
5.87882E+17,192.70672,3.0425731,-0.000211656,522,52024,591,STAR,WD
6.00142E+17,213.74119,1.3687123,-9.73E-05,533,51994,136,STAR,WD
6.00242E+17,213.92406,2.5697581,0.000260546,533,51994,500,STAR,WD
7.83688E+17,20.101203,-0.25723276,5.59E-07,696,52209,225,STAR,WD
7.83706E+17,20.045771,-0.55294262,-0.000719092,696,52209,291,STAR,WD
7.90534E+17,32.760718,-0.029116662,7.61E-05,702,52178,553,STAR,WD
7.90535E+17,32.894479,-0.007222728,2.13E-06,702,52178,556,STAR,WD
7.92709E+17,35.178758,-0.38289528,0.000286797,704,52205,275,STAR,WD
8.0052E+17,50.431218,-0.84045447,0.000170944,711,52202,19,STAR,WD
7.59983E+17,342.15057,-1.0221004,-0.000586641,675,52590,2,STAR,WD
7.59992E+17,342.61357,-0.30936427,-0.00022287,675,52590,35,STAR,WD
7.59999E+17,341.95123,-0.90776734,-3.90E-05,675,52590,60,STAR,WD
7.60006E+17,341.598,-1.0189959,-4.80E-05,675,52590,84,STAR,WD
7.73528E+17,4.0207229,-1.1074765,0.000195112,687,52518,127,STAR,WD
7.73529E+17,4.1210439,-0.74747801,9.37E-06,687,52518,131,STAR,WD
7.73562E+17,3.6747678,-0.76680986,-0.00011748,687,52518,251,STAR,WD
7.73571E+17,3.2247087,-1.0138765,1.64E-05,687,52518,282,STAR,WD
7.73578E+17,2.7917354,-0.2563816,0.000165865,687,52518,309,STAR,WD
7.77034E+17,10.700812,0.33201614,-0.000179054,690,52261,594,STAR,WD
7.86053E+17,25.911736,0.064358278,0.000222988,698,52203,637,STAR,WD
7.87007E+17,27.40974,-0.82723072,-3.06E-05,699,52202,12,STAR,WD
7.97226E+17,42.287319,0.78965862,-3.98E-05,708,52175,322,STAR,WD
7.57886E+17,338.06572,1.1440684,-0.000109002,673,52162,565,STAR,WD
7.58872E+17,339.92557,-0.86471871,-0.000260695,674,52201,56,STAR,WD
