specobjid,ra,dec,z,plate,mjd,fiberid,class,subclass
8236185804495364096,141.29325,47.337552,-5.980016e-05,7315,56685,829,STAR,M0III
8255109499087462400,30.738784,-1.231695,-0.0005372429,7332,56683,41,STAR,K4III
8255113347378159616,30.88253,-0.75314628,-1.069184e-05,7332,56683,55,STAR,K1III
8231605794732220416,128.22557,50.676086,-0.000121766,7311,57038,551,STAR,K5III
8572624003524435968,347.39442,23.156266,-0.0002905242,7614,57307,80,STAR,K2III
8872281604510162944,39.802841,-4.2020287,-0.0001709052,7880,57336,692,STAR,K4III
4266275903351267328,173.0726,-1.0939716,0.000138339,3789,55269,877,STAR,M0III
4736783595489697792,344.1221,-1.1967212,-0.0003436684,4207,55475,446,STAR,K4III
4796608023207321600,40.42961,4.4044681,-0.0005922225,4260,55478,998,STAR,K1III
5359455725033594880,197.44537,5.7276648,9.678504e-05,4760,55656,626,STAR,K4III
5630808323878002688,259.38084,30.836317,3.64251e-05,5001,55719,665,STAR,K4III
5358366658648842240,202.82651,4.9859832,1.752893e-05,4759,55649,760,STAR,K4III
6821896357260795904,214.42305,41.458229,0.0002150333,6059,56093,250,STAR,K1III
6755505646303420416,201.66235,26.753685,6.268512e-05,6000,56102,386,STAR,K2III
6896154626841616384,355.21181,19.374692,3.262754e-05,6125,56273,64,STAR,K4III
7566296520573558784,227.94059,52.759592,-7.810633e-05,6720,56390,906,STAR,K1III
7414163420323225600,338.96476,28.082547,-0.0001734495,6585,56479,409,STAR,K5III
7649601844658806784,223.9461,57.554609,-0.0002829867,6794,56448,865,STAR,M0III
8390415401041764352,130.09831,0.69013377,0.0005144306,7452,56745,761,STAR,K1III
9351813536269967360,114.99201,44.557643,0.0001166888,8306,57419,323,STAR,K3III
9351824531386245120,114.52895,44.700011,-1.22239e-05,8306,57419,363,STAR,K4III
